SHOW_ID,TYPE,TITLE,DIRECTOR,CAST,COUNTRY,DATE_ADDED,RELEASE_YEAR,RATING,DURATION,LISTED_IN,DESCRIPTION,DATE_ADDED_FORMATTED,MONTH_YEAR
s792,movie,felon,ric roman waugh,"stephen dorff, val kilmer, harold perrineau, marisol nichols, anne archer, nick chinlund, nate parker, johnny lewis, sam shepard, jake walker, joey villasenor, antonio leyba, mike seal, richard caruso, kevin wiggins, larnell stovall, mara holguin, elton walker, brittany perrineau, esodie geiger, jermaine washington, greg serano, brian keith gamble, mark sivertsen, carrie fleming, adam taylor, chris browning, john koyama, shawn prince, christopher dempsey, cynthia ruffin",UNITED STATES,2021-06-02,2008,r,104 min,"Action & Adventure, Dramas","After killing a burglar while trying to protect his family, regular guy Wade is convicted of involuntary manslaughter and thrown into prison.",02-06-2021,2021-06
s793,movie,flipped,rob reiner,"madeline carroll, callan mcauliffe, rebecca de mornay, anthony edwards, john mahoney, penelope ann miller, aidan quinn, kevin weisman, morgan lily, ryan ketzner",UNITED STATES,2021-06-02,2010,pg,90 min,"Comedies, Dramas, Romantic Movies","Bryce and Juli first meet as children, with Juli having a crush on Bryce. As they mature, it appears their bond may blossom into something more.",02-06-2021,2021-06
s794,movie,fools rush in,andy tennant,"matthew perry, salma hayek, jon tenney, carlos gómez, tomas milian, siobhan fallon hogan, john bennett perry, stanley desantis, suzanne snyder, anne betancourt, jill clayburgh",UNITED STATES,2021-06-02,1997,pg-13,109 min,"Comedies, Romantic Movies","When a one-night stand results in a pregnancy, two strangers with opposite personalities rush into marriage then must deal with the consequences.",02-06-2021,2021-06
s795,movie,gold statue,tade ogidan,"gabriel afolayan, kunle remi, richard mofe-damijo, sola sobowale, kelvin ikeduba, kunle fawole, norbert young, alibaba akporobome, segun arinze, rycardo agbor",NIGERIA,2021-06-02,2019,tv-14,145 min,"Comedies, Dramas, International Movies","After tracing an artifact to his ancestry, a young man and his friend's search for a gilded statue lands them in a maximum-security prison.",02-06-2021,2021-06
s796,tv show,happy endings,scott spiegel,"eliza coupe, elisha cuthbert, zachary knighton, adam pally, damon wayans jr., casey wilson",UNITED STATES,2021-06-02,2012,tv-14,3 seasons,TV Comedies,"After his fiancée, Alex, dumps him at the altar, Dave finds himself nursing a broken heart and battling her for custody of their quirky friends.",02-06-2021,2021-06
s797,movie,hostel: part iii,scott spiegel,"kip pardue, brian hallisay, john hensley, sarah habel, chris coy, skyler stone, thomas kretschmann, zulay henao, nickola shreli, derrick carr",UNITED STATES,2021-06-02,2011,r,88 min,"Cult Movies, Horror Movies","In this installment in the popular horror franchise, a bachelor party in Las Vegas turns into a hellish bloodbath for all involved.",02-06-2021,2021-06
s798,movie,i am sam,jessie nelson,"sean penn, michelle pfeiffer, dakota fanning, dianne wiest, loretta devine, richard schiff, laura dern, brad silverman, joseph rosenberg, stanley desantis, doug hutchison",UNITED STATES,2021-06-02,2001,pg-13,132 min,Dramas,"When the legal system declares him unfit to be a parent, a father with an intellectual disability fights to regain custody of his young daughter.",02-06-2021,2021-06
s799,movie,love jones,theodore witcher,"larenz tate, nia long, isaiah washington, lisa nicole carson, bill bellamy, leonard roberts, bernadette l. clarke, khalil kain",UNITED STATES,2021-06-02,1997,r,109 min,"Comedies, Dramas, Independent Movies",A poet and a photographer take a chance on romance but find their ambitions and baggage could keep them from taking their relationship further.,02-06-2021,2021-06
s800,movie,million dollar baby,clint eastwood,"clint eastwood, hilary swank, morgan freeman, anthony mackie, jay baruchel, mike colter, lucia rijker, brían f. o'byrne, margo martindale, riki lindhome",UNITED STATES,2021-06-02,2004,pg-13,133 min,"Dramas, Sports Movies","When a cantankerous trainer mentors a persistent amateur boxer determined to go pro, deep-seated emotions become their strongest opponents.",02-06-2021,2021-06
s801,movie,mosquita y mari,aurora guerrero,"fenessa pineda, venecia troncoso, joaquín garrido, laura patalano, dulce maria solis, marisela uscanga, melissa uscanga, omar leyva, tonita castro, paul alayo",UNITED STATES,2021-06-02,2012,tv-14,85 min,"Dramas, Independent Movies, LGBTQ Movies","Neighbors but by no means friends, high schoolers Yolanda and Mari discover a bond and an attraction when they're made study partners.",02-06-2021,2021-06
s802,movie,never back down 2: the beatdown,michael jai white,"michael jai white, dean geyer, alex meraz, todd duffee, scottie epstein, jillian murray, evan peters, stacey asaro, gralen bryant banks, rus blackwell",UNITED STATES,2021-06-02,2011,r,104 min,"Action & Adventure, Dramas, Sports Movies",A group of mixed martial arts fighters stars in this action thriller that follows a quartet of brawlers as they prepare for a major underground event.,02-06-2021,2021-06
s803,movie,ninja assassin,james mcteigue,"rain, naomie harris, ben miles, rick yune, shô kosugi, sung kang, richard van weyden, thorston manderlay, wladimir tarasjanz, eleonore weisgerber","GERMANY, UNITED STATES, FRANCE",2021-06-02,2009,r,99 min,Action & Adventure,A former assassin must protect himself and a Europol agent from a ruthless band of assassins who wish to exist in secrecy.,02-06-2021,2021-06
s804,tv show,ouran high school host club,takuya igarashi,"maaya sakamoto, mamoru miyano, masaya matsukaze, kenichi suzumura, keisuke oda, ayaka saito, daisuke kirii",JAPAN,2021-06-02,2006,tv-pg,1 season,"Anime Series, Romantic TV Shows, Teen TV Shows","New student Haruhi stumbles on the Ouran High School Host Club, an all-male group that makes money by entertaining the girls of the school.",02-06-2021,2021-06
s805,movie,population 436,michelle maclaren,"jeremy sisto, fred durst, charlotte sullivan, david ames, cory cassidy, james blicq, martin trudel, reva timbers, rick skene, peter outerbridge, dana horrox","CANADA, UNITED STATES",2021-06-02,2006,r,93 min,"Horror Movies, Thrillers","A census taker sent to investigate why Rockwell Falls has had the same population, 436, for more than a century, soon wishes he hadn't taken the job.",02-06-2021,2021-06
s806,tv show,racket boys,hidenori inoue,"kim sang-kyung, oh na-ra, tang jun-sang, son sang-yeon, choi hyun-wook, kim kang-hoon, lee jae-in, lee ji-won","UNITED STATES, BULGARIA",2021-06-02,2021,tv-14,1 season,"International TV Shows, TV Comedies, TV Dramas",A city kid is brought to the countryside by his father's new coaching gig: reviving a ragtag middle school badminton team on the brink of extinction.,02-06-2021,2021-06
s807,movie,seven souls in the skull castle: season moon jogen,hidenori inoue,"sota fukushi, taichi saotome, shohei miura, kenta suga, soichi hirama, shoko takada, ikkei watanabe","UNITED STATES, BULGARIA",2021-06-02,2017,tv-14,204 min,"Action & Adventure, Dramas, International Movies","Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in the “Moon Jogen” version of the show, performed in a 360º theater.",02-06-2021,2021-06
s808,movie,seven souls in the skull castle: season moon kagen,hidenori inoue,"mamoru miyano, hiroki suzuki, tomoki hirose, ryo kimura, kodai matsuoka, aki hano, tetsuya chiba","UNITED STATES, BULGARIA",2021-06-02,2017,tv-pg,212 min,"Action & Adventure, Dramas, International Movies","Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in the “Moon Kagen” version of the show, performed in a 360º theater.",02-06-2021,2021-06
s809,movie,sniper: legacy,don michael paul,"tom berenger, chad michael collins, doug allen, dominic mafham, mercedes mason, mark lewis jones, nestor serrano, dennis haysbert, alex roe, yana marinova","UNITED STATES, BULGARIA",2021-06-02,2014,r,98 min,Action & Adventure,"When a troubled sniper begins killing officers he blames for a bungled mission, elite marksman Brandon Beckett sets out to neutralize the threat.",02-06-2021,2021-06
s810,movie,starsky & hutch,todd phillips,"ben stiller, owen wilson, vince vaughn, juliette lewis, snoop dogg, fred williamson, jason bateman, amy smart, carmen electra, george cheung",UNITED STATES,2021-06-02,2004,pg-13,101 min,"Action & Adventure, Comedies",New undercover cop partners Starsky and Hutch must overcome their differences to solve an important case with help from street informant Huggy Bear.,02-06-2021,2021-06
s811,movie,streets of fire,walter hill,"michael paré, diane lane, rick moranis, amy madigan, willem dafoe, deborah van valkenburgh, richard lawson, rick rossovich, bill paxton, lee ving",UNITED STATES,2021-06-02,1984,pg,94 min,"Action & Adventure, Classic Movies, Cult Movies","Tough ex-soldier Tom Cody springs into action when a depraved motorcycle gang kidnaps his former girlfriend, Ellen, who's now a famous singer.",02-06-2021,2021-06
s812,movie,super monsters: once upon a rhyme,steve ball,"elyse maloway, vincent tong, andrea libman, alessandro juliani, nicole anthony, erin mathews, diana kaarina, gigi saul guerrero, asia mattu, rukiya bernard, ian james corlett, britt mckillip",UNITED STATES,2021-06-02,2021,tv-y,25 min,Children & Family Movies,"From Goldilocks to Hansel and Gretel, the Super Monsters reimagine classic fairy tales and favorite nursery rhymes with a musical, magical spin!",02-06-2021,2021-06
s813,movie,swordfish,dominic sena,"john travolta, hugh jackman, halle berry, don cheadle, sam shepard, vinnie jones, drea de matteo, rudolf martin, zach grenier, camryn grimes",UNITED STATES,2021-06-02,2001,r,99 min,Action & Adventure,"A gifted hacker with a criminal past is recruited by a group of shadowy, seductive figures for an elaborate scheme where nothing is quite as it seems.",02-06-2021,2021-06
s814,tv show,the adventures of sonic the hedgehog,alan alda,"jaleel white, long john baldry, garry chalk","UNITED STATES, CANADA",2021-06-02,1993,tv-y7,1 season,Kids' TV,"Hyper hedgehog Sonic and his cohort Miles ""Tails"" Prower defend the planet Mobius against Dr. Robotnik and his evil schemes in this animated series.",02-06-2021,2021-06
s815,movie,the four seasons,alan alda,"alan alda, carol burnett, len cariou, sandy dennis, rita moreno, jack weston, bess armstrong, elizabeth alda, beatrice alda",UNITED STATES,2021-06-02,1981,pg,108 min,"Comedies, Romantic Movies","Three middle-aged couples vacation together every season until one of the men ditches his wife for a younger woman, tilting the group's dynamics.",02-06-2021,2021-06
s816,movie,the girl king,mika kaurismäki,"malin buska, sarah gadon, michael nyqvist, lucas bryant, laura birn, hippolyte girardot, peter lohmeyer, françois arnaud, patrick bachau, ville virtanen, martina gedeck","UNITED KINGDOM, FRANCE, GERMANY, UNITED STATES",2021-06-02,2015,tv-ma,106 min,"Dramas, International Movies, LGBTQ Movies","Sweden's forward-thinking Queen Kristina resists her country's conservative ideals, which only grow more restrictive when she falls for a woman.",02-06-2021,2021-06
s817,movie,the interpreter,sydney pollack,"nicole kidman, sean penn, catherine keener, jesper christensen, yvan attal, earl cameron, george harris, michael wright, clyde kusatsu, eric keenleyside, hugo speer","UNITED KINGDOM, FRANCE, GERMANY, UNITED STATES",2021-06-02,2005,pg-13,128 min,Thrillers,Silvia Broome is a translator at the United Nations. But her job turns perilous when she overhears a plot to assassinate a government official.,02-06-2021,2021-06
s818,movie,the meddler,lorene scafaria,"susan sarandon, rose byrne, j.k. simmons, cecily strong, jerrod carmichael, michael mckean, jason ritter, billy magnussen, lucy punch, sarah baker",UNITED STATES,2021-06-02,2015,pg-13,104 min,"Comedies, Dramas, Independent Movies","Still-grieving widow Marnie moves to Los Angeles to be close to daughter Lori, but soon discovers new outlets for her maternal and romantic needs.",02-06-2021,2021-06
s819,movie,the mirror has two faces,barbra streisand,"barbra streisand, jeff bridges, lauren bacall, george segal, mimi rogers, pierce brosnan, brenda vaccaro, austin pendleton, elle macpherson, ali marsh, leslie stefanson, taina elg, lucy avery brooke, amber smith",UNITED STATES,2021-06-02,1996,pg-13,127 min,"Comedies, Dramas, Romantic Movies","Tired of being single, middle-aged professor Rose Morgan accepts her colleague's proposal – but her colleague only wants a platonic marriage.",02-06-2021,2021-06
s820,movie,the outlaw josey wales,clint eastwood,"clint eastwood, sondra locke, chief dan george, bill mckinney, john vernon, paula trueman, sam bottoms, geraldine keams, woodrow parfrey, joyce jameson",UNITED STATES,2021-06-02,1976,pg,136 min,"Action & Adventure, Classic Movies","In this gritty Oscar-nominated Western, an ex-Confederate soldier on the run comes to rest in a quiet community, where he falls for a pretty settler.",02-06-2021,2021-06
s821,tv show,the platform,michael winterbottom,"maxim khalil, abdulmohsen alnemr, samr ismaiel, khaled alkeesh, samar sami, salloum haddad, ahmad aljasmii, khaled el sayed, yaser alneyadi, leen gherra, dean cain, moatasem alnahar, mahira abdelaziz",UNITED ARAB EMIRATES,2021-06-02,2021,tv-14,3 seasons,"International TV Shows, TV Dramas, TV Mysteries","A programming genius builds a fact-finding, truth-seeking internet portal while reckoning with trouble at home.",02-06-2021,2021-06
s822,movie,the wedding guest,michael winterbottom,"dev patel, radhika apte, jim sarbh",UNITED KINGDOM,2021-06-02,2018,r,97 min,"Dramas, Romantic Movies, Thrillers","Hired to extract a bride-to-be before her arranged wedding in Pakistan, a hired gun goes on the run with his hostage when his plan unravels.",02-06-2021,2021-06
s823,movie,the wind,emma tammi,"caitlin gerard, julia goldani telles, ashley zukerman, miles anderson, dylan mctee",UNITED STATES,2021-06-02,2019,r,88 min,Horror Movies,"Isolated on a wind-ravaged 19th-century homestead, a frontierswoman begins to suspect that evil lurks in the terrifying emptiness all around her.",02-06-2021,2021-06
